Individu,Dim1_coord,Dim2_coord,Dim1_contrib,Dim2_contrib,Cos2_total
108,-0.17727938677173205,-0.8583891998219843,0.0005819996476696562,0.013645037377241223,0.0
109,0.10694111412807686,0.7566848460334717,0.00021178522020285764,0.010603184374383316,0.0
110,-0.029347313952334617,0.441418197151004,1.5949348818831335e-05,0.00360833379214893,0.0
111,0.18957368889343776,-0.012525056175957248,0.0006655219170493665,2.905130226127414e-06,0.0
112,-0.7523193039241104,0.5958548987079701,0.010481191389941838,0.00657487148730158,0.0
113,-0.7523193039241104,0.5958548987079701,0.010481191389941838,0.00657487148730158,0.0
114,-0.5044504426345762,-0.09602249677458713,0.0047124120198929614,0.00017074666457084445,0.0
115,0.10478045441914366,0.7035258691635158,0.00020331377089411463,0.00916571571448667,0.0
116,-0.03150797366126785,0.3882592202810481,1.838430378220658e-05,0.002791578187652723,0.0
117,0.18741302918450456,-0.06568403304591316,0.0006504378427428122,7.989615179956707e-05,0.0
118,-0.7544799636330436,0.5426959218380142,0.010541481768957776,0.00545405302925207,0.0
119,-0.7544799636330436,0.5426959218380142,0.010541481768957776,0.00545405302925207,0.0
120,-0.5066111023435094,-0.14918147364454304,0.004752866833661223,0.000412131705162176,0.0
121,0.018150985481135164,0.3822458575655799,6.101079146969845e-06,0.002705775844926768,0.0
122,-0.11813744259927632,0.06697920868311208,0.0002584528767388396,8.307804436695985e-05,0.0
123,0.10078356024649607,-0.38696404464384915,0.00018809862992516836,0.0027729846638356857,0.0
124,-0.8411094325710521,0.22141591024007826,0.013101205139999966,0.0009078704686563394,0.0
125,-0.8411094325710521,0.22141591024007826,0.013101205139999966,0.0009078704686563394,0.0
126,-0.5932405712815179,-0.47046148524247905,0.00651730324841522,0.004098777946232575,0.0
127,0.015990325772201965,0.329086880695624,4.735009598168968e-06,0.002005521760110665,0.0
128,-0.12029810230820952,0.013820231813156194,0.0002679932114621577,3.5370149512844463e-06,0.0
129,0.09862290053756287,-0.44012302151380506,0.00018011993537855555,0.003587190260489656,0.0
130,-0.8432700922799853,0.16825693337012237,0.013168600898775848,0.0005242665856873662,0.0
131,-0.8432700922799853,0.16825693337012237,0.013168600898775848,0.0005242665856873662,0.0
132,-0.5954012309904511,-0.523620462112435,0.006564863441943415,0.005077377561904439,0.0
133,0.5014866494312544,0.19986324131967528,0.004657201102921962,0.0007397280598297546,0.0
134,0.365198221350843,-0.11540340756279252,0.0024698100162559144,0.0002466286384648905,0.0
135,0.5841192241966153,-0.5693466608897538,0.006318430890297335,0.006002881856783563,0.0
136,-0.3577737686209328,0.03903329399417365,0.002370408694689354,2.8214778519177098e-05,0.0
137,-0.3577737686209328,0.03903329399417365,0.002370408694689354,2.8214778519177098e-05,0.0
138,-0.10990490733139857,-0.6528441014883837,0.00022368682695413528,0.007892692978669907,0.0
139,0.49932598972232123,0.14670426444971937,0.0046171563705958395,0.00039855817051357687,0.0
140,0.3630375616419097,-0.1685623844327484,0.0024406716882019145,0.0005261718045491448,0.0
141,0.5819585644876821,-0.6225056377597097,0.006271773532973396,0.007176171648937468,0.0
142,-0.35993442832986605,-0.014125682875782232,0.002399125790687927,3.695091050132815e-06,0.0
143,-0.35993442832986605,-0.014125682875782232,0.002399125790687927,3.695091050132815e-06,0.0
144,-0.11206556704033183,-0.7060030783583395,0.00023256835770502155,0.009230376789841697,0.0
145,0.19403284750022118,0.5047471604067483,0.0006971989983156292,0.004717957332197701,0.0
146,0.0577444194198097,0.18948051152428044,6.174848100242384e-05,0.00066486785643524,0.0
147,0.27666542226558205,-0.2644627418026808,0.0014174769606924585,0.0012951952185516924,0.0
148,-0.665227570551966,0.3439172130812467,0.008194957789305034,0.0021903527676587313,0.0
149,-0.665227570551966,0.3439172130812467,0.008194957789305034,0.0021903527676587313,0.0
150,-0.4173587092624319,-0.34796018240131066,0.0032257091147630274,0.0022421534914213548,0.0
151,0.19187218779128798,0.4515881835367923,0.0006817580823669471,0.0037765164353714803,0.0
152,0.05558375971087647,0.13632153465432453,5.721396932585997e-05,0.00034414001500944637,0.0
153,0.27450476255664885,-0.3176217186726367,0.001395423419745962,0.0018682140031955417,0.0
154,-0.6673882302608992,0.2907582362112907,0.008248278701681034,0.0015655620726796411,0.0
155,-0.6673882302608992,0.2907582362112907,0.008248278701681034,0.0015655620726796411,0.0
156,-0.4195193689713651,-0.40111915927126657,0.0032591944618913403,0.0029795662950831046,0.0
157,0.10524271885327947,0.13030817193885633,0.00020511166428945077,0.0003144485124823453,0.0
158,-0.03104570922713201,-0.18495847694361148,1.784881595214134e-05,0.0006335118183944494,0.0
159,0.1878752936186404,-0.6389017302705727,0.0006536504805979684,0.00755917446190243,0.0
160,-0.7540176991989077,-0.030521775386645297,0.010528568346392878,1.725145875468191e-05,0.0
161,-0.7540176991989077,-0.030521775386645297,0.010528568346392878,1.725145875468191e-05,0.0
162,-0.5061488379093736,-0.7223991708692026,0.00474419715031499,0.009664084482824277,0.0
163,0.10308205914434627,0.07714919506890042,0.00019677612810071026,0.00011022219073665313,0.0
164,-0.033206368936065205,-0.23811745381356736,2.0419684035520364e-05,0.0010499985520491923,0.0
165,0.1857146339097072,-0.6920607071405286,0.0006387023194114152,0.008869407821626818,0.0
166,-0.7561783589078409,-0.08368075225660118,0.010588994638528831,0.00012967533885612339,0.0
167,-0.7561783589078409,-0.08368075225660118,0.010588994638528831,0.00012967533885612339,0.0
168,-0.5083094976183068,-0.7755581477391584,0.004784787877203248,0.011138711861566557,0.0
169,0.5885783828033988,-0.05207444430704827,0.006415268753767853,5.0217550923848835e-05,0.0
170,0.45228995472298733,-0.3673410931895161,0.0037882630211726292,0.0024988792360308995,0.0
171,0.6712109575687597,-0.8212843465164773,0.008343039806673535,0.012490888478388822,0.0
172,-0.2706820352487885,-0.2129043916325499,0.0013568289667856808,0.0008394125921560389,0.0
173,-0.2706820352487885,-0.2129043916325499,0.0013568289667856808,0.0008394125921560389,0.0
174,-0.022813173959254262,-0.9047817871151072,9.63779455731834e-06,0.015159816338800128,0.0
175,0.5864177230944656,-0.10523342117700417,0.006368254554801802,0.00020507542467808823,0.0
176,0.450129295014054,-0.42050007005947193,0.003752155226478688,0.003274450165185575,0.0
177,0.6690502978598265,-0.8744433233864332,0.00828941298270967,0.014160206033613157,0.0
178,-0.27284269495772173,-0.2660633685025058,0.0013785765961443102,0.0013109206677574129,0.0
179,-0.27284269495772173,-0.2660633685025058,0.0013785765961443102,0.0013109206677574129,0.0
180,-0.024973833668187517,-0.957940763985063,1.1549858668264866e-05,0.016993527913042338,0.0
181,0.723644575659744,1.3509971667509761,0.009697434664477237,0.033799876751280836,0.0
182,0.5873561475793326,1.0357305178685083,0.006388652668504349,0.019865513067484616,0.0
183,0.806277150425105,0.5817872645415472,0.012038571172178283,0.006268081873754373,0.0
184,-0.13561584239244315,1.1901672194254747,0.00034058623532985357,0.026231444633240106,0.0
185,-0.13561584239244315,1.1901672194254747,0.00034058623532985357,0.026231444633240106,0.0
186,0.11225301889709104,0.4982898239429172,0.00023334704169464222,0.004598013863797481,0.0
187,0.7214839159508109,1.2978381898810203,0.009639611869920666,0.031192295687289685,0.0
188,0.5851954878703994,0.9825715409985525,0.006341736278219898,0.017878645058893892,0.0
189,0.8041164907161718,0.5286282876715912,0.011974135752623906,0.0051749604912333155,0.0
190,-0.13777650210137635,1.1370082425555186,0.0003515252690979764,0.02394051377109606,0.0
191,-0.13777650210137635,1.1370082425555186,0.0003515252690979764,0.02394051377109606,0.0
192,0.11009235918815784,0.4451308470729613,0.00022445051021508048,0.0036692865002943002,0.0
193,0.6348544470128024,0.9765581782830842,0.007463706831332057,0.01766047917725143,0.0
194,0.4985660189323909,0.6612915294006164,0.004603112504335063,0.008098268275129746,0.0
195,0.7174870217781633,0.20734827607365522,0.009533104192964785,0.000796172362791052,0.0
196,-0.22440597103938484,0.8157282309575826,0.0009325562932986927,0.012322454570021993,0.0
197,-0.22440597103938484,0.8157282309575826,0.0009325562932986927,0.012322454570021993,0.0
198,0.023462890250149342,0.12385083547502532,1.0194578127602925e-05,0.0002840561008863302,0.0
199,0.6326937873038692,0.9233992014131284,0.007412989416535427,0.015790112688340806,0.0
200,0.4964053592234577,0.6081325525306606,0.004563301493810551,0.006848614841619567,0.0
201,0.7153263620692301,0.1541892992036993,0.009475774153170356,0.00044026555535051656,0.0
202,-0.22656663074831804,0.7625692540876268,0.0009506007068267587,0.010768738282958514,0.0
203,-0.22656663074831804,0.7625692540876268,0.0009506007068267587,0.010768738282958514,0.0
204,0.021302230541216143,0.07069185860506946,8.403426407983806e-06,9.254331246368822e-05,0.0
205,1.1181901109629218,0.7941755620371796,0.023154613412134657,0.011679904135871685,0.0
206,0.9819016828825102,0.47890891315471185,0.017854276200879742,0.004247291612944949,0.0
207,1.2008226857282827,0.02496565982775059,0.02670324301036456,1.1542299456202838e-05,0.0
208,0.2589296929107345,0.633345614711678,0.0012415664050156859,0.007428271623602101,0.0
209,0.2589296929107345,0.633345614711678,0.0012415664050156859,0.007428271623602101,0.0
210,0.5067985542002686,-0.058531780770879255,0.004756384713694126,6.344387704093008e-05,0.0
211,1.1160294512539886,0.7410165851672238,0.02306521733456071,0.010168621842460996,0.0
212,0.9797410231735769,0.42574993628475594,0.01777578652757792,0.003356722374934693,0.0
213,1.1986620260193495,-0.028193317042205263,0.026607234307792795,1.4719687515598423e-05,0.0
214,0.2567690332018012,0.5801866378417221,0.001220932155766436,0.006233639532038544,0.0
215,0.2567690332018012,0.5801866378417221,0.001220932155766436,0.006233639532038544,0.0
216,0.5046378944913354,-0.11169075764083511,0.004715914899197187,0.00023101528411821934,0.0
